2022-11-08T23:34:20.462745+0300 - DEBUG - Пользователь ввел 9
2022-11-08T23:34:23.043912+0300 - DEBUG - Пользователь ввел 98
2022-11-08T23:34:23.630913+0300 - DEBUG - Пользователь ввел 987
2022-11-08T23:34:32.201903+0300 - DEBUG - Пользователь ввел 987+
2022-11-08T23:34:33.286388+0300 - DEBUG - Пользователь ввел 987+1
2022-11-08T23:34:33.884392+0300 - DEBUG - Пользователь ввел 987+13
2022-11-08T23:34:38.757712+0300 - DEBUG - Пользователь ввел 987+13/
2022-11-08T23:34:39.852719+0300 - DEBUG - Пользователь ввел 987+13/1
2022-11-08T23:34:40.677714+0300 - DEBUG - Пользователь ввел 987+13/10
2022-11-08T23:34:43.643019+0300 - DEBUG - Пользователь ввел 987+13/100
2022-11-08T23:34:46.421109+0300 - DEBUG - Пользователь ввел 987.13
2022-11-08T23:34:59.286978+0300 - DEBUG - Пользователь ввел 987.13/
2022-11-08T23:35:00.443981+0300 - DEBUG - Пользователь ввел 987.13/0
2022-11-08T23:35:02.979055+0300 - DEBUG - Не верный ввод пользователем
2022-11-08T23:35:03.118043+0300 - DEBUG - Пользователь ввел 
2022-11-08T23:35:18.560905+0300 - DEBUG - Сброс значения пользователем
2022-11-08T23:35:18.691892+0300 - DEBUG - Пользователь ввел 
2022-11-08T23:36:20.575361+0300 - DEBUG - Не верный ввод пользователем
